Rangasthalam | 9.4 | 2018 | Action, Drama | ./drama/6.jpg | India
Death Ship | 4.8 | 1980 | Adventure, Horror, Mystery | ./mystery/2723.jpg | UK, Canada, USA
Virgin Territory | 4.8 | 2007 | Adventure, Comedy, History | ./history/1289.jpg | Italy, UK, France, Luxembourg
The Lost Medallion: The Adventures of Billy Stone | 4.8 | 2013 | Adventure, Family, Fantasy | ./fantasy/2178.jpg | Thailand
Dino Time | 4.8 | 2012 | Animation, Adventure, Comedy | ./family/1830.jpg | South Korea
Wild Geese II | 4.8 | 1985 | Adventure, Thriller, Action | ./adventure/3229.jpg | UK, Australia
Puli | 4.8 | 2015 | Action, Adventure, Fantasy | ./fantasy/2192.jpg | India
Curse of the Faceless Man | 4.8 | 1958 | Adventure, Horror, Sci-Fi | ./sci-fi/1983.jpg | USA
Chain of Command | 4.8 | 2015 | Action, Adventure, Thriller | ./adventure/3240.jpg | USA
The Twilight Saga: New Moon | 4.7 | 2009 | Adventure, Drama, Fantasy | ./fantasy/2198.jpg | USA
Anaconda | 4.7 | 1997 | Action, Adventure, Horror | ./adventure/3243.jpg | USA, Brazil, Peru
Elektra | 4.7 | 2005 | Action, Adventure, Crime | ./fantasy/2200.jpg | Canada, USA
Wagons East | 4.7 | 1994 | Adventure, Comedy, Western | ./western/823.jpg | USA
Prey | 5.2 | 2007 | Horror, Sci-Fi | ./sci-fi/1771.jpg | USA, South Africa
The Santa Clause 3: The Escape Clause | 4.7 | 2006 | Adventure, Comedy, Family | ./fantasy/2206.jpg | USA
Robot Overlords | 4.7 | 2014 | Action, Adventure, Sci-Fi | ./sci-fi/1996.jpg | UK, Canada
David and Goliath | 4.7 | 2015 | Action, Adventure, Drama | ./fantasy/2208.jpg | USA
The Musketeer | 4.7 | 2001 | Action, Adventure, Romance | ./adventure/3251.jpg | Germany, Luxembourg, UK, USA
Fire Birds | 4.7 | 1990 | Action, Adventure | ./adventure/3255.jpg | USA
Delta Force 2: The Colombian Connection | 4.7 | 1990 | Action, Adventure, Crime | ./adventure/3256.jpg | USA
Space Raiders | 4.7 | 1983 | Action, Adventure, Sci-Fi | ./sci-fi/2001.jpg | USA
Spy School | 4.7 | 2008 | Adventure, Comedy, Drama | ./mystery/2766.jpg | USA
Bingo | 4.7 | 1991 | Adventure, Comedy, Family | ./family/1848.jpg | USA
Thodari | 4.7 | 2016 | Action, Adventure, Thriller | ./adventure/3265.jpg | India
Ninja Terminator | 4.7 | 1985 | Action, Adventure | ./adventure/3267.jpg | Hong Kong, Canada, UK
Qayamat: City Under Threat | 4.7 | 2003 | Action, Adventure, Romance | ./adventure/3269.jpg | India
The Dragon Pearl | 4.7 | 2011 | Adventure, Family, Fantasy | ./mystery/2775.jpg | Australia
Deep Winter | 4.7 | 2008 | Action, Adventure | ./adventure/3275.jpg | USA
Howard the Duck | 4.6 | 1986 | Action, Adventure, Comedy | ./sci-fi/2026.jpg | USA
Max Steel | 4.6 | 2016 | Action, Adventure, Family | ./sci-fi/2027.jpg | UK, USA
Friday the 13th Part VIII: Jason Takes Manhattan | 4.6 | 1989 | Adventure, Horror, Thriller | ./horror/3349.jpg | USA, Canada
Anacondas: The Hunt for the Blood Orchid | 4.6 | 2004 | Action, Adventure, Horror | ./adventure/3287.jpg | USA
Yogi Bear | 4.6 | 2010 | Animation, Adventure, Comedy | ./family/1867.jpg | USA, New Zealand
Attack of the Killer Tomatoes! | 4.6 | 1978 | Adventure, Comedy, Horror | ./sci-fi/2033.jpg | USA
Warriors of Virtue | 4.6 | (1978) | Action, Adventure, Fantasy | ./adventure/3292.jpg | USA
Weekend at Bernie's II | 4.6 | 1993 | Adventure, Comedy, Fantasy | ./fantasy/2232.jpg | USA
All Girls Weekend | 4.6 | 2016 | Action, Adventure, Horror | ./adventure/3295.jpg | USA
Queen of Outer Space | 4.6 | 1958 | Adventure, Fantasy, Sci-Fi | ./sci-fi/2039.jpg | USA
Aladin | 4.6 | 2009 | Action, Adventure, Comedy | ./fantasy/2237.jpg | India
The Last Drop | 4.6 | 2006 | Action, Adventure, Crime | ./war/1588.jpg | UK
Executive Target | 4.6 | 1997 | Action, Adventure, Crime | ./adventure/3309.jpg | USA
Diablo | 4.5 | 2015 | Action, Adventure, Thriller | ./western/829.jpg | Canada, USA
Spark: A Space Tail | 4.5 | 2016 | Animation, Adventure, Comedy | ./sci-fi/2064.jpg | Canada, South Korea, USA, China
Agent Cody Banks 2: Destination London | 4.5 | 2004 | Action, Adventure, Comedy | ./sci-fi/2065.jpg | USA
Hammer of the Gods | 4.5 | 2013 | Action, Adventure, History | ./history/1294.jpg | UK
Happily N'Ever After | 4.5 | (2013) | Animation, Adventure, Comedy | ./adventure/3323.jpg | UK
Space Chimps | 4.5 | 2008 | Animation, Adventure, Comedy | ./sci-fi/2069.jpg | USA
Eliminators | 4.5 | 2016 | Action, Adventure, Fantasy | ./sci-fi/2074.jpg | UK, USA
Extreme Ops | 4.5 | 2002 | Action, Adventure, Thriller | ./adventure/3333.jpg | UK, Germany, Luxembourg
A Gnome Named Gnorm | 4.5 | 1990 | Adventure, Family, Fantasy | ./fantasy/2259.jpg | USA
They Came from Beyond Space | 4.5 | 1967 | Adventure, Sci-Fi | ./sci-fi/2079.jpg | UK
Fly Me to the Moon | 4.5 | 1988 | Animation, Adventure, Family | ./family/1891.jpg | Philippines
Space Warriors | 4.5 | 2013 | Adventure, Family | ./family/1892.jpg | USA
Battle of the Damned | 4.5 | 2013 | Action, Adventure, Horror | ./sci-fi/2082.jpg | USA, Singapore
Kaal | 4.5 | 2005 | Adventure, Horror, Mystery | ./mystery/2823.jpg | India
Alvin and the Chipmunks: Chipwrecked | 4.4 | 2011 | Animation, Adventure, Comedy | ./music/929.jpg | USA
xXx: State of the Union | 4.4 | 2005 | Action, Adventure, Crime | ./mystery/2831.jpg | USA
Kangaroo Jack | 4.4 | 2003 | Action, Adventure, Comedy | ./family/1901.jpg | USA, Australia
Lost in the Pacific | 4.4 | 2016 | Adventure, Sci-Fi, Thriller | ./sci-fi/2105.jpg | China, USA
North | 4.4 | 1994 | Adventure, Comedy, Drama | ./fantasy/2270.jpg | USA
On Deadly Ground | 4.4 | 1994 | Action, Adventure, Thriller | ./adventure/3356.jpg | USA
Allan Quatermain and the Lost City of Gold | 4.4 | 1986 | Action, Adventure, Comedy | ./adventure/3358.jpg | USA
Christopher Columbus: The Discovery | 4.4 | 1992 | Adventure, Biography, Drama | ./history/1295.jpg | UK, USA, Spain
The Food of the Gods | 4.4 | 1976 | Adventure, Horror, Sci-Fi | ./sci-fi/2109.jpg | USA
Delgo | 4.4 | (1976) | Animation, Adventure, Comedy | ./adventure/3361.jpg | USA
When Time Ran Out... | 4.4 | 1980 | Action, Adventure, Drama | ./adventure/3362.jpg | Canada, USA
America 3000 | 4.4 | 1986 | Action, Adventure, Sci-Fi | ./sci-fi/2111.jpg | USA
Wieners | 4.4 | 2008 | Adventure, Comedy | ./adventure/3366.jpg | USA
Sinbad of the Seven Seas | 4.4 | 1989 | Adventure, Fantasy | ./fantasy/2281.jpg | Italy, USA
The Legend of Hell's Gate: An American Conspiracy | 4.4 | 2011 | Action, Adventure, History | ./western/832.jpg | USA
Picasso Trigger | 4.4 | 1988 | Action, Adventure, Thriller | ./adventure/3370.jpg | USA
Badrinath | 4.4 | 2011 | Action, Adventure, Fantasy | ./fantasy/2287.jpg | India
Zoom | 4.3 | 2006 | Action, Adventure, Comedy | ./sci-fi/2137.jpg | USA
Dark Tide | 4.3 | 2012 | Adventure, Drama, Thriller | ./adventure/3380.jpg | USA, UK, South Africa, Germany, France
Mercury Plains | 4.3 | 2016 | Action, Adventure, Drama | ./adventure/3383.jpg | USA
The Magic Sword | 4.3 | 1962 | Adventure, Drama, Fantasy | ./fantasy/2308.jpg | USA
Superman: Requiem | 4.3 | 2011 | Action, Adventure, Drama | ./sci-fi/2159.jpg | UK
Treasure Raiders | 4.3 | 2007 | Action, Adventure, Drama | ./adventure/3391.jpg | Russia, USA
Toonpur Ka Superrhero | 4.3 | 2010 | Animation, Action, Adventure | ./fantasy/2318.jpg | India
A Wrinkle in Time | 4.2 | 2018 | Adventure, Family, Fantasy | ./sci-fi/2174.jpg | USA
The Last Airbender | 4.2 | 2010 | Action, Adventure, Family | ./fantasy/2320.jpg | USA
Spy Kids 3: Game Over | 4.2 | 2003 | Action, Adventure, Comedy | ./sci-fi/2175.jpg | USA
Vice | 4.2 | 2015 | Action, Adventure, Sci-Fi | ./sci-fi/2176.jpg | USA
The Legend of Hercules | 4.2 | 2014 | Action, Adventure, Fantasy | ./fantasy/2321.jpg | USA
Thunderbirds | 4.2 | 2004 | Action, Adventure, Comedy | ./sci-fi/2178.jpg | UK, France, USA
The Adventures of Rocky & Bullwinkle | 4.2 | 2000 | Animation, Adventure, Comedy | ./fantasy/2322.jpg | USA, Germany
A Sound of Thunder | 4.2 | 2005 | Action, Adventure, Horror | ./sci-fi/2180.jpg | Czech Republic, UK, Germany, USA
Ishtar | 4.2 | 1987 | Action, Adventure, Comedy | ./music/941.jpg | USA
The Stupids | 4.2 | 1996 | Comedy, Adventure | ./adventure/3407.jpg | UK, USA
Adventures in Dinosaur City | 4.2 | 1991 | Adventure, Family, Fantasy | ./fantasy/2325.jpg | USA
Ass Backwards | 4.2 | 2013 | Adventure, Comedy | ./adventure/3410.jpg | USA
Flight World War II | 4.2 | 2015 | Action, Adventure, Sci-Fi | ./war/1611.jpg | USA
Sorceress | 3.4 | 1982 | Fantasy, Horror, Thriller | ./horror/4301.jpg | USA, Mexico
Time Runner | 4.2 | 1993 | Action, Adventure, Sci-Fi | ./sci-fi/2191.jpg | Canada, USA
Jem and the Holograms | 4.1 | 2015 | Adventure, Drama, Fantasy | ./sci-fi/2212.jpg | USA
Highlander II: The Quickening | 4.1 | 1991 | Action, Adventure, Fantasy | ./sci-fi/2213.jpg | UK, France, Argentina
Inspector Gadget | 4.1 | 1999 | Action, Adventure, Comedy | ./sci-fi/2215.jpg | USA
The Day Time Ended | 4.1 | 1979 | Adventure, Horror, Sci-Fi | ./sci-fi/2230.jpg | USA
Super Mario Bros. | 4.0 | 1993 | Adventure, Comedy, Family | ./sci-fi/2248.jpg | UK, USA
Extraction | 4.0 | 2012 | Action, Adventure, Crime | ./adventure/3436.jpg | USA
My Pet Dinosaur | 4.0 | 2017 | Action, Adventure, Family | ./family/1956.jpg | Australia
Man-Thing | 4.0 | 2005 | Action, Adventure, Horror | ./sci-fi/2253.jpg | USA, Germany, Australia
Empire of the Ants | 4.0 | 1977 | Adventure, Horror, Sci-Fi | ./sci-fi/2257.jpg | USA
Tarzan and the Lost City | 4.0 | 1998 | Action, Adventure, Family | ./fantasy/2355.jpg | USA, Germany, Australia
Prehysteria! | 4.0 | 1993 | Adventure, Comedy, Family | ./sci-fi/2259.jpg | USA
Starcrash | 3.9 | 1978 | Action, Adventure, Sci-Fi | ./sci-fi/2285.jpg | USA
Sgt. Pepper's Lonely Hearts Club Band | 3.9 | 1978 | Adventure, Comedy, Fantasy | ./musical/1085.jpg | USA
Beastmaster 2: Through the Portal of Time | 3.9 | 1991 | Action, Adventure, Fantasy | ./sci-fi/2293.jpg | USA, France
Unknown World | 3.9 | 1951 | Adventure, Sci-Fi | ./sci-fi/2298.jpg | USA
The Cat in the Hat | 3.8 | 2003 | Adventure, Comedy, Family | ./fantasy/2382.jpg | USA
Street Fighter | 3.8 | 1994 | Action, Adventure, Comedy | ./adventure/3466.jpg | Japan, USA
In the Name of the King: A Dungeon Siege Tale | 3.8 | 2007 | Action, Adventure, Fantasy | ./fantasy/2383.jpg | Germany, Canada, USA
Thomas and the Magic Railroad | 3.8 | 2000 | Adventure, Comedy, Drama | ./fantasy/2385.jpg | UK, USA, Canada
Savage Beach | 3.8 | 1989 | Action, Adventure | ./adventure/3476.jpg | USA
Blue Jasmine | 7.3 | 2013 | Drama | ./drama/4580.jpg | USA
The Crown and the Dragon | 3.8 | 2013 | Adventure, Fantasy | ./fantasy/2394.jpg | USA
The Doll Squad | 3.8 | 1973 | Action, Adventure, Sci-Fi | ./sci-fi/2341.jpg | USA
The Mine | 3.8 | 2012 | Adventure, Horror, Mystery | ./mystery/2939.jpg | USA
Mela | 3.8 | 2000 | Action, Adventure, Comedy | ./adventure/3490.jpg | India
Mortal Kombat: Annihilation | 3.7 | 1997 | Action, Adventure, Fantasy | ./sci-fi/2348.jpg | USA
Superman IV: The Quest for Peace | 3.7 | 1987 | Action, Adventure, Family | ./sci-fi/2349.jpg | UK, USA
Maximum Ride | 3.7 | 2016 | Action, Adventure, Comedy | ./sci-fi/2350.jpg | USA
Dungeons & Dragons | 3.7 | 2000 | Action, Adventure, Fantasy | ./fantasy/2398.jpg | USA, Czech Republic, Canada
Double Dragon | 3.7 | 1994 | Action, Adventure, Comedy | ./sci-fi/2352.jpg | USA, France, Denmark
Prisoners of the Lost Universe | 3.7 | 1983 | Action, Adventure, Fantasy | ./sci-fi/2356.jpg | UK
Metalstorm: The Destruction of Jared-Syn | 3.7 | 1983 | Adventure, Sci-Fi, Action | ./sci-fi/2358.jpg | USA
The Norseman | 3.7 | 1978 | Adventure, Action | ./adventure/3501.jpg | USA
Crocodile 2: Death Swamp | 3.7 | 2002 | Action, Adventure, Horror | ./horror/4134.jpg | USA
The Graves | 3.7 | 2009 | Adventure, Horror, Thriller | ./adventure/3503.jpg | USA
The Harry Hill Movie | 3.7 | 2013 | Adventure, Comedy, Musical | ./musical/1088.jpg | UK
Blood Tide | 3.7 | (2013) | Adventure, Horror | ./adventure/3505.jpg | USA
Sweepers | 3.7 | 1998 | Action, Adventure, Drama | ./adventure/3506.jpg | USA
Cat-Women of the Moon | 3.7 | 1953 | Adventure, Sci-Fi | ./sci-fi/2366.jpg | USA
Dam999 | 3.7 | 2011 | Adventure, Drama, Sci-Fi | ./sci-fi/2367.jpg | India, United Arab Emirates, Singapore
Forbidden Warrior | 3.7 | 2005 | Adventure, Action, Fantasy | ./fantasy/2404.jpg | USA
Scorcher | 3.7 | 2002 | Action, Adventure, Drama | ./sci-fi/2374.jpg | USA
Jaws 3-D | 3.6 | 1983 | Adventure, Horror, Thriller | ./horror/4168.jpg | USA
Norm of the North | 3.6 | 2016 | Animation, Adventure, Comedy | ./family/1991.jpg | USA, India, Ireland
Prisoners of the Sun | 3.6 | 2013 | Action, Adventure, Horror | ./mystery/2950.jpg | USA, Germany
Rise of the Animals | 3.6 | 2011 | Adventure, Comedy, Horror | ./adventure/3519.jpg | USA
The Adventures of Sharkboy and Lavagirl 3-D | 3.5 | 2005 | Action, Adventure, Family | ./fantasy/2420.jpg | USA
Gor | 3.5 | 1987 | Action, Adventure, Fantasy | ./sci-fi/2414.jpg | USA
Delta Farce | 3.5 | 2007 | Action, Adventure, Comedy | ./adventure/3529.jpg | USA
Dinosaur Island | 3.4 | 2014 | Adventure, Family, Sci-Fi | ./sci-fi/2449.jpg | Australia
10.0 Earthquake | 3.5 | 2014 | Action, Adventure, Drama | ./sci-fi/2418.jpg | USA
Do or Die | 3.5 | 1991 | Action, Adventure | ./adventure/3538.jpg | USA
Airspeed | 3.5 | 1999 | Adventure, Action, Drama | ./adventure/3541.jpg | USA, Canada
A Flying Jatt | 3.4 | 2016 | Action, Adventure, Comedy | ./sci-fi/2445.jpg | India
Mac and Me | 3.5 | 1988 | Adventure, Family, Fantasy | ./sci-fi/2412.jpg | USA
Age of the Dragons | 3.4 | 2011 | Action, Adventure, Fantasy | ./fantasy/2433.jpg | USA, UK
Vikingdom | 3.4 | 2013 | Action, Adventure, Fantasy | ./fantasy/2434.jpg | Malaysia, USA
Hard Hunted | 3.4 | 1993 | Action, Adventure, Thriller | ./adventure/3548.jpg | USA
Hirokin | 3.4 | (1993) | Action, Adventure, Drama | ./adventure/3549.jpg | USA
Forest Warrior | 3.4 | 1996 | Action, Adventure, Comedy | ./family/2008.jpg | USA
Attack of the 60 Foot Centerfold | 3.4 | 1995 | Action, Adventure, Comedy | ./sci-fi/2455.jpg | USA
The Master of Disguise | 3.3 | 2002 | Adventure, Comedy, Family | ./fantasy/2441.jpg | USA
Zoombies | 3.3 | 2016 | Action, Adventure, Horror | ./sci-fi/2472.jpg | USA
Day of the Warrior | 3.3 | 1996 | Action, Adventure, Thriller | ./adventure/3562.jpg | USA
The Phantom Planet | 3.3 | 1961 | Action, Adventure, Sci-Fi | ./sci-fi/2477.jpg | USA
The 25th Reich | 3.3 | 2012 | Action, Adventure, Fantasy | ./sci-fi/2482.jpg | Australia
Hercules in New York | 3.2 | 1970 | Adventure, Family, Fantasy | ./fantasy/2451.jpg | USA
Red Riding Hood | 5.4 | 2011 | Fantasy, Horror, Mystery | ./mystery/2406.jpg | USA, Canada
McCinsey's Island | 3.2 | 1998 | Action, Adventure, Comedy | ./adventure/3573.jpg | USA
I Was a 7th Grade Dragon Slayer | 3.2 | 2010 | Adventure, Comedy, Family | ./fantasy/2457.jpg | USA
Revolt of the Zombies | 3.2 | 1936 | Adventure, Horror | ./horror/4425.jpg | USA
Queen of the Amazons | 3.2 | 1947 | Adventure | ./adventure/3577.jpg | USA
Far Cry | 3.1 | 2008 | Action, Adventure, Sci-Fi | ./sci-fi/2514.jpg | Germany, Canada
In the Name of the King: Two Worlds | 3.1 | 2011 | Action, Adventure, Fantasy | ./fantasy/2461.jpg | Germany, Canada
Alien from L.A. | 3.1 | 1988 | Adventure, Comedy, Sci-Fi | ./sci-fi/2518.jpg | USA, South Africa
The Million Eyes of Sumuru | 3.1 | 1967 | Action, Adventure | ./adventure/3587.jpg | UK
Post Impact | 3.1 | 2004 | Action, Adventure, Sci-Fi | ./sci-fi/2528.jpg | Germany, USA
The Shape of Things to Come | 3.1 | 1979 | Adventure, Sci-Fi, Thriller | ./sci-fi/2531.jpg | Canada
The Lost Legion | 3.1 | (1979) | Action, Adventure, History | ./adventure/3590.jpg | Canada
Pterodactyl | 3.1 | 2005 | Action, Adventure, Horror | ./sci-fi/2532.jpg | USA
Bir Baba Hindu | 3.1 | 2016 | Action, Adventure, Comedy | ./music/956.jpg | Turkey, India
Epicenter | 3.1 | 2000 | Action, Adventure, Crime | ./sci-fi/2533.jpg | USA
Amazons and Gladiators | 3.1 | 2001 | Drama, Action, Adventure | ./adventure/3595.jpg | USA, Germany
Blanche | 3.1 | 2002 | Adventure, Comedy | ./adventure/3596.jpg | France
Afghan Knights | 3.1 | 2007 | Adventure, Drama, Horror | ./adventure/3597.jpg | USA, Canada
Stasis | 3.0 | 2017 | Adventure, Sci-Fi | ./sci-fi/2542.jpg | USA
The Crow: Wicked Prayer | 3.0 | 2005 | Action, Adventure, Comedy | ./fantasy/2468.jpg | USA
Teenage Cave Man | 3.0 | 1958 | Adventure, Sci-Fi | ./sci-fi/2545.jpg | USA
Gitler kaput! | 3.0 | 2008 | Action, Adventure, Comedy | ./war/1638.jpg | Russia, Ukraine
The Unknown | 7.9 | 1927 | Drama, Horror, Romance | ./thriller/302.jpg | USA
Militia | 3.0 | 2000 | Action, Adventure | ./adventure/3611.jpg | USA
Jaws: The Revenge | 2.9 | 1987 | Adventure, Horror, Thriller | ./horror/4500.jpg | USA
BloodRayne | 2.9 | 2005 | Action, Adventure, Fantasy | ./horror/4501.jpg | Germany, USA
Swamp Women | 2.9 | 1956 | Adventure, Crime, Drama | ./adventure/3616.jpg | USA
Battle for Skyark | 2.8 | 2016 | Action, Adventure, Family | ./sci-fi/2576.jpg | USA
Just for Kicks | 2.8 | 2003 | Adventure, Comedy, Family | ./sport/750.jpg | USA
Delta Force 3: The Killing Game | 2.8 | 1991 | Action, Adventure | ./adventure/3625.jpg | USA
Octopus 2: River of Fear | 2.8 | 2001 | Adventure, Horror, Thriller | ./adventure/3627.jpg | USA
The Garbage Pail Kids Movie | 2.7 | 1987 | Adventure, Comedy, Family | ./musical/1103.jpg | USA
Sleeping Beauty | 7.3 | 1959 | Animation, Family, Fantasy | ./romance/1504.jpg | USA
Voyage to the Planet of Prehistoric Women | 2.7 | 1968 | Adventure, Sci-Fi | ./sci-fi/2593.jpg | USA
Santa Claus Conquers the Martians | 2.6 | 1964 | Adventure, Comedy, Family | ./sci-fi/2617.jpg | USA
Night Train to Mundo Fine | 2.6 | 1966 | Action, Adventure, Crime | ./adventure/3645.jpg | USA
She Gods of Shark Reef | 2.5 | 1958 | Adventure | ./adventure/3647.jpg | USA
Battlefield Earth | 2.4 | 2000 | Action, Adventure, Sci-Fi | ./sci-fi/2642.jpg | USA
40 Days and Nights | 2.4 | 2012 | Action, Adventure, Sci-Fi | ./sci-fi/2645.jpg | USA
Apocalypse Pompeii | 2.4 | 2014 | Action, Adventure | ./adventure/3652.jpg | USA
Seven Mummies | 2.4 | (2014) | Action, Adventure, Drama | ./adventure/3653.jpg | USA
Epic Movie | 2.3 | 2007 | Adventure, Comedy | ./adventure/3656.jpg | USA
Richard the Lionheart | 2.3 | (2007) | Action, Adventure | ./adventure/3660.jpg | USA, Italy
Ape | 2.3 | 1976 | Adventure, Fantasy, Sci-Fi | ./sci-fi/2667.jpg | South Korea, USA
Women of the Prehistoric Planet | 2.3 | 1966 | Action, Adventure, Romance | ./sci-fi/2668.jpg | USA
King of the Lost World | 2.3 | 2005 | Action, Adventure, Fantasy | ./sci-fi/2670.jpg | USA
The Da Vinci Treasure | 2.2 | 2006 | Action, Adventure, Mystery | ./mystery/2998.jpg | USA
Pirates of Treasure Island | 2.2 | 2006 | Action, Adventure | ./adventure/3673.jpg | USA
Space Mutiny | 2.1 | 1988 | Action, Adventure, Romance | ./sci-fi/2686.jpg | South Africa, USA
The Wild World of Batwoman | 2.1 | 1966 | Action, Comedy, Adventure | ./sci-fi/2689.jpg | USA
Drona | 2.1 | (1966) | Action, Adventure, Drama | ./adventure/3679.jpg | India
House of the Dead | 2.0 | 2003 | Action, Adventure, Horror | ./adventure/3680.jpg | Germany, Canada, USA
Cry Wilderness | 2.0 | 1987 | Adventure, Family, Fantasy | ./fantasy/2517.jpg | USA
Agent for H.A.R.M. | 2.0 | 1966 | Action, Adventure, Sci-Fi | ./sci-fi/2699.jpg | USA
The Helix... Loaded | 2.0 | 2005 | Action, Adventure, Comedy | ./sci-fi/2701.jpg | USA
King Dinosaur | 1.9 | 1955 | Adventure, Sci-Fi | ./sci-fi/2708.jpg | USA
Kingdom of Gladiators | 1.7 | 2011 | Action, Adventure, Fantasy | ./fantasy/2525.jpg | USA, Italy
Little Ninjas | 1.7 | 1990 | Action, Adventure, Comedy | ./family/2055.jpg | USA
Howard Lovecraft & the Undersea Kingdom | 8.6 | (2015) | Animation, Family, Fantasy | ./animation/3.jpg | United Arab Emirates, Saudi Arabia
Isle of Dogs | 8.2 | 2018 | Animation, Adventure, Comedy | ./sci-fi/24.jpg | Germany, USA
It's Such a Beautiful Day | 8.3 | 2012 | Animation, Comedy, Drama | ./fantasy/28.jpg | USA
Chaar Sahibzaade | 8.3 | 2014 | Animation, History | ./history/31.jpg | India
Monsters, Inc. | 8.1 | 2001 | Animation, Adventure, Comedy | ./fantasy/51.jpg | USA
Mary and Max | 8.1 | 2009 | Animation, Comedy, Drama | ./drama/632.jpg | Australia
Persepolis | 8.1 | 2007 | Animation, Biography, Drama | ./war/86.jpg | France, Iran
Zootopia | 8.0 | 2016 | Animation, Adventure, Comedy | ./mystery/88.jpg | USA
Beauty and the Beast | 7.3 | 1991 | Family, Fantasy, Musical | ./romance/1478.jpg | USA
The Nightmare Before Christmas | 8.0 | 1993 | Animation, Family, Fantasy | ./musical/68.jpg | USA
South Park: Bigger, Longer & Uncut | 7.8 | 1999 | Animation, Comedy, Fantasy | ./musical/107.jpg | USA
Fantasia | 7.8 | 1940 | Animation, Family, Fantasy | ./music/58.jpg | USA
When the Wind Blows | 7.8 | 1986 | Animation, Comedy, Drama | ./war/199.jpg | UK
Ethel & Ernest | 7.8 | (1986) | Animation, Drama, History | ./animation/122.jpg | USA
Coraline | 7.7 | 2009 | Animation, Family, Fantasy | ./fantasy/193.jpg | USA
